ECID,Description,Min Value,Max Value,Default,Unit,Result
17630066, RC2TO55CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630082, RC2TO56CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630098, RC2TO57CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630114, RC2TO58CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630130, RC2TO59CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630146, RC2TO60CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630162, RC2TO61CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630178, RC2TO62CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630194, RC2TO63CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629187, RC3TO0CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629203, RC3TO1CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629219, RC3TO2CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629235, RC3TO3CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629251, RC3TO4CurSetpoint,0.00E+00,4.00E+02,0.00E+00, C,Pass
17629267, RC3TO5CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629283, RC3TO6CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629299, RC3TO7CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629315, RC3TO8CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629331, RC3TO9CurSetpoint,0.00E+00,1.90E+02,0.00E+00, C,Pass
17629347, RC3TO10CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629363, RC3TO11CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629379, RC3TO12CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629395, RC3TO13CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629411, RC3TO14CurSetpoint,0.00E+00,1.90E+02,0.00E+00, C,Pass
17629427, RC3TO15CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629443, RC3TO16CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629459, RC3TO17CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629475, RC3TO18CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629491, RC3TO19CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629507, RC3TO20CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629523, RC3TO21CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629539, RC3TO22CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629555, RC3TO23CurSetpoint,0.00E+00,4.00E+02,0.00E+00, C,Pass
17629571, RC3TO24CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629587, RC3TO25CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629603, RC3TO26CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629619, RC3TO27CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629635, RC3TO28CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629651, RC3TO29CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629667, RC3TO30CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629683, RC3TO31CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629699, RC3TO32CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629715, RC3TO33CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629731, RC3TO34CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629747, RC3TO35CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629763, RC3TO36CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629779, RC3TO37CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629795, RC3TO38CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629811, RC3TO39CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629827, RC3TO40CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629843, RC3TO41CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629859, RC3TO42CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629875, RC3TO43CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629891, RC3TO44CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629907, RC3TO45CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629923, RC3TO46CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629939, RC3TO47CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629955, RC3TO48CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629971, RC3TO49CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629987, RC3TO50CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630003, RC3TO51CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630019, RC3TO52CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630035, RC3TO53CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630051, RC3TO54CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630067, RC3TO55CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630083, RC3TO56CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630099, RC3TO57CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630115, RC3TO58CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630131, RC3TO59CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630147, RC3TO60CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630163, RC3TO61CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630179, RC3TO62CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630195, RC3TO63CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629188, RC4TO0CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629204, RC4TO1CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629220, RC4TO2CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629236, RC4TO3CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629252, RC4TO4CurSetpoint,0.00E+00,4.00E+02,0.00E+00, C,Pass
17629268, RC4TO5CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629284, RC4TO6CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629300, RC4TO7CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629316, RC4TO8CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629332, RC4TO9CurSetpoint,0.00E+00,1.90E+02,0.00E+00, C,Pass
17629348, RC4TO10CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629364, RC4TO11CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629380, RC4TO12CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629396, RC4TO13CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629412, RC4TO14CurSetpoint,0.00E+00,1.90E+02,0.00E+00, C,Pass
17629428, RC4TO15CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629444, RC4TO16CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629460, RC4TO17CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629476, RC4TO18CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629492, RC4TO19CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629508, RC4TO20CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629524, RC4TO21CurSetpoint,0.00E+00,3.00E+01,0.00E+00, C,Pass
17629540, RC4TO22CurSetpoint,0.00E+00,0.00E+00,0.00E+00, C,Pass
17629556, RC4TO23CurSetpoint,0.00E+00,4.00E+02,0.00E+00, C,Pass
17629572, RC4TO24CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629588, RC4TO25CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629604, RC4TO26CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629620, RC4TO27CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629636, RC4TO28CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629652, RC4TO29CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629668, RC4TO30CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629684, RC4TO31CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629700, RC4TO32CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629716, RC4TO33CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629732, RC4TO34CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629748, RC4TO35CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629764, RC4TO36CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629780, RC4TO37CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629796, RC4TO38CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629812, RC4TO39CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629828, RC4TO40CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629844, RC4TO41CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629860, RC4TO42CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629876, RC4TO43CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629892, RC4TO44CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629908, RC4TO45CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629924, RC4TO46CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629940, RC4TO47CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629956, RC4TO48CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629972, RC4TO49CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17629988, RC4TO50CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630004, RC4TO51CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630020, RC4TO52CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630036, RC4TO53CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630052, RC4TO54CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630068, RC4TO55CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630084, RC4TO56CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630100, RC4TO57CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630116, RC4TO58CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630132, RC4TO59CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630148, RC4TO60CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630164, RC4TO61CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630180, RC4TO62CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17630196, RC4TO63CurSetpoint,0.00E+00,0.00E+00,0.00E+00,[ no unit ] ,Pass
17372417, RC1TO0StabilityTime,0,65535,0, sec,Pass
17372433, RC1TO1StabilityTime,0,65535,0, sec,Pass
17372449, RC1TO2StabilityTime,0,65535,0, sec,Pass
17372465, RC1TO3StabilityTime,0,65535,0, sec,Pass
17372481, RC1TO4StabilityTime,0,65535,0, sec,Pass
17372497, RC1TO5StabilityTime,0,65535,0, sec,Pass
17372513, RC1TO6StabilityTime,0,65535,0, sec,Pass
17372529, RC1TO7StabilityTime,0,65535,0, sec,Pass
17372545, RC1TO8StabilityTime,0,65535,0, sec,Pass
17372561, RC1TO9StabilityTime,0,65535,0, sec,Pass
17372577, RC1TO10StabilityTime,0,65535,0, sec,Pass
17372593, RC1TO11StabilityTime,0,65535,0, sec,Pass
17372609, RC1TO12StabilityTime,0,65535,0, sec,Pass
17372625, RC1TO13StabilityTime,0,65535,0, sec,Pass
17372641, RC1TO14StabilityTime,0,65535,0, sec,Pass
17372657, RC1TO15StabilityTime,0,65535,0, sec,Pass
17372673, RC1TO16StabilityTime,0,65535,0, sec,Pass
17372689, RC1TO17StabilityTime,0,65535,0, sec,Pass
17372705, RC1TO18StabilityTime,0,65535,0, sec,Pass
17372721, RC1TO19StabilityTime,0,65535,0, sec,Pass
17372737, RC1TO20StabilityTime,0,65535,0, sec,Pass
17372753, RC1TO21StabilityTime,0,65535,0, sec,Pass
17372769, RC1TO22StabilityTime,0,65535,0, sec,Pass
17372785, RC1TO23StabilityTime,0,65535,0, sec,Pass
17372801, RC1TO24StabilityTime,0,65535,0, sec,Pass
17372817, RC1TO25StabilityTime,0,65535,0, sec,Pass
17372833, RC1TO26StabilityTime,0,65535,0, sec,Pass
17372849, RC1TO27StabilityTime,0,65535,0, sec,Pass
17372865, RC1TO28StabilityTime,0,65535,0, sec,Pass
17372881, RC1TO29StabilityTime,0,65535,0, sec,Pass
17372897, RC1TO30StabilityTime,0,65535,0, sec,Pass
17372913, RC1TO31StabilityTime,0,65535,0, sec,Pass
17372929, RC1TO32StabilityTime,0,65535,0, sec,Pass
17372945, RC1TO33StabilityTime,0,65535,0, sec,Pass
17372961, RC1TO34StabilityTime,0,65535,0, sec,Pass
17372977, RC1TO35StabilityTime,0,65535,0, sec,Pass
17372993, RC1TO36StabilityTime,0,65535,0, sec,Pass
17373009, RC1TO37StabilityTime,0,65535,0, sec,Pass
17373025, RC1TO38StabilityTime,0,65535,0, sec,Pass
17373041, RC1TO39StabilityTime,0,65535,0, sec,Pass
17373057, RC1TO40StabilityTime,0,65535,0, sec,Pass
17373073, RC1TO41StabilityTime,0,65535,0, sec,Pass
17373089, RC1TO42StabilityTime,0,65535,0, sec,Pass
17373105, RC1TO43StabilityTime,0,65535,0, sec,Pass
17373121, RC1TO44StabilityTime,0,65535,0, sec,Pass
17373137, RC1TO45StabilityTime,0,65535,0, sec,Pass
17373153, RC1TO46StabilityTime,0,65535,0, sec,Pass
17373169, RC1TO47StabilityTime,0,65535,0, sec,Pass
17373185, RC1TO48StabilityTime,0,65535,0, sec,Pass
17373201, RC1TO49StabilityTime,0,65535,0, sec,Pass
17373217, RC1TO50StabilityTime,0,65535,0, sec,Pass
17373233, RC1TO51StabilityTime,0,65535,0, sec,Pass
17373249, RC1TO52StabilityTime,0,65535,0, sec,Pass
17373265, RC1TO53StabilityTime,0,65535,0, sec,Pass
17373281, RC1TO54StabilityTime,0,65535,0, sec,Pass
17373297, RC1TO55StabilityTime,0,65535,0, sec,Pass
17373313, RC1TO56StabilityTime,0,65535,0, sec,Pass
17373329, RC1TO57StabilityTime,0,65535,0, sec,Pass
17373345, RC1TO58StabilityTime,0,65535,0, sec,Pass
17373361, RC1TO59StabilityTime,0,65535,0, sec,Pass
17373377, RC1TO60StabilityTime,0,65535,0, sec,Pass
17373393, RC1TO61StabilityTime,0,65535,0, sec,Pass
17373409, RC1TO62StabilityTime,0,65535,0, sec,Pass
17373425, RC1TO63StabilityTime,0,65535,0, sec,Pass
17372418, RC2TO0StabilityTime,0,65535,0, sec,Pass
17372434, RC2TO1StabilityTime,0,65535,0, sec,Pass
17372450, RC2TO2StabilityTime,0,65535,0, sec,Pass
17372466, RC2TO3StabilityTime,0,65535,0, sec,Pass
17372482, RC2TO4StabilityTime,0,65535,0, sec,Pass
17372498, RC2TO5StabilityTime,0,65535,0, sec,Pass
17372514, RC2TO6StabilityTime,0,65535,0, sec,Pass
17372530, RC2TO7StabilityTime,0,65535,0, sec,Pass
17372546, RC2TO8StabilityTime,0,65535,0, sec,Pass
17372562, RC2TO9StabilityTime,0,65535,0, sec,Pass
17372578, RC2TO10StabilityTime,0,65535,0, sec,Pass
17372594, RC2TO11StabilityTime,0,65535,0, sec,Pass
17372610, RC2TO12StabilityTime,0,65535,0, sec,Pass
17372626, RC2TO13StabilityTime,0,65535,0, sec,Pass
17372642, RC2TO14StabilityTime,0,65535,0, sec,Pass
17372658, RC2TO15StabilityTime,0,65535,0, sec,Pass
17372674, RC2TO16StabilityTime,0,65535,0, sec,Pass
17372690, RC2TO17StabilityTime,0,65535,0, sec,Pass
17372706, RC2TO18StabilityTime,0,65535,0, sec,Pass
17372722, RC2TO19StabilityTime,0,65535,0, sec,Pass
17372738, RC2TO20StabilityTime,0,65535,0, sec,Pass
17372754, RC2TO21StabilityTime,0,65535,0, sec,Pass
17372770, RC2TO22StabilityTime,0,65535,0, sec,Pass
17372786, RC2TO23StabilityTime,0,65535,0, sec,Pass
17372802, RC2TO24StabilityTime,0,65535,0, sec,Pass
17372818, RC2TO25StabilityTime,0,65535,0, sec,Pass
17372834, RC2TO26StabilityTime,0,65535,0, sec,Pass
17372850, RC2TO27StabilityTime,0,65535,0, sec,Pass
17372866, RC2TO28StabilityTime,0,65535,0, sec,Pass
17372882, RC2TO29StabilityTime,0,65535,0, sec,Pass
17372898, RC2TO30StabilityTime,0,65535,0, sec,Pass
17372914, RC2TO31StabilityTime,0,65535,0, sec,Pass
17372930, RC2TO32StabilityTime,0,65535,0, sec,Pass
17372946, RC2TO33StabilityTime,0,65535,0, sec,Pass
17372962, RC2TO34StabilityTime,0,65535,0, sec,Pass
17372978, RC2TO35StabilityTime,0,65535,0, sec,Pass
17372994, RC2TO36StabilityTime,0,65535,0, sec,Pass
17373010, RC2TO37StabilityTime,0,65535,0, sec,Pass
17373026, RC2TO38StabilityTime,0,65535,0, sec,Pass
17373042, RC2TO39StabilityTime,0,65535,0, sec,Pass
17373058, RC2TO40StabilityTime,0,65535,0, sec,Pass
17373074, RC2TO41StabilityTime,0,65535,0, sec,Pass
17373090, RC2TO42StabilityTime,0,65535,0, sec,Pass
17373106, RC2TO43StabilityTime,0,65535,0, sec,Pass
17373122, RC2TO44StabilityTime,0,65535,0, sec,Pass
17373138, RC2TO45StabilityTime,0,65535,0, sec,Pass
17373154, RC2TO46StabilityTime,0,65535,0, sec,Pass
17373170, RC2TO47StabilityTime,0,65535,0, sec,Pass
17373186, RC2TO48StabilityTime,0,65535,0, sec,Pass
17373202, RC2TO49StabilityTime,0,65535,0, sec,Pass
17373218, RC2TO50StabilityTime,0,65535,0, sec,Pass
17373234, RC2TO51StabilityTime,0,65535,0, sec,Pass
17373250, RC2TO52StabilityTime,0,65535,0, sec,Pass
17373266, RC2TO53StabilityTime,0,65535,0, sec,Pass
17373282, RC2TO54StabilityTime,0,65535,0, sec,Pass
17373298, RC2TO55StabilityTime,0,65535,0, sec,Pass
17373314, RC2TO56StabilityTime,0,65535,0, sec,Pass
17373330, RC2TO57StabilityTime,0,65535,0, sec,Pass
17373346, RC2TO58StabilityTime,0,65535,0, sec,Pass
17373362, RC2TO59StabilityTime,0,65535,0, sec,Pass
17373378, RC2TO60StabilityTime,0,65535,0, sec,Pass
17373394, RC2TO61StabilityTime,0,65535,0, sec,Pass
17373410, RC2TO62StabilityTime,0,65535,0, sec,Pass
17373426, RC2TO63StabilityTime,0,65535,0, sec,Pass
17372419, RC3TO0StabilityTime,0,65535,0, sec,Pass
17372435, RC3TO1StabilityTime,0,65535,0, sec,Pass
17372451, RC3TO2StabilityTime,0,65535,0, sec,Pass
17372467, RC3TO3StabilityTime,0,65535,0, sec,Pass
17372483, RC3TO4StabilityTime,0,65535,0, sec,Pass
17372499, RC3TO5StabilityTime,0,65535,0, sec,Pass
17372515, RC3TO6StabilityTime,0,65535,0, sec,Pass
17372531, RC3TO7StabilityTime,0,65535,0, sec,Pass
17372547, RC3TO8StabilityTime,0,65535,0, sec,Pass
17372563, RC3TO9StabilityTime,0,65535,0, sec,Pass
17372579, RC3TO10StabilityTime,0,65535,0, sec,Pass
17372595, RC3TO11StabilityTime,0,65535,0, sec,Pass
17372611, RC3TO12StabilityTime,0,65535,0, sec,Pass
17372627, RC3TO13StabilityTime,0,65535,0, sec,Pass
17372643, RC3TO14StabilityTime,0,65535,0, sec,Pass
17372659, RC3TO15StabilityTime,0,65535,0, sec,Pass
17372675, RC3TO16StabilityTime,0,65535,0, sec,Pass
17372691, RC3TO17StabilityTime,0,65535,0, sec,Pass
17372707, RC3TO18StabilityTime,0,65535,0, sec,Pass
17372723, RC3TO19StabilityTime,0,65535,0, sec,Pass
17372739, RC3TO20StabilityTime,0,65535,0, sec,Pass
17372755, RC3TO21StabilityTime,0,65535,0, sec,Pass
17372771, RC3TO22StabilityTime,0,65535,0, sec,Pass
17372787, RC3TO23StabilityTime,0,65535,0, sec,Pass
17372803, RC3TO24StabilityTime,0,65535,0, sec,Pass
17372819, RC3TO25StabilityTime,0,65535,0, sec,Pass
17372835, RC3TO26StabilityTime,0,65535,0, sec,Pass
17372851, RC3TO27StabilityTime,0,65535,0, sec,Pass
17372867, RC3TO28StabilityTime,0,65535,0, sec,Pass
17372883, RC3TO29StabilityTime,0,65535,0, sec,Pass
17372899, RC3TO30StabilityTime,0,65535,0, sec,Pass
17372915, RC3TO31StabilityTime,0,65535,0, sec,Pass
17372931, RC3TO32StabilityTime,0,65535,0, sec,Pass
17372947, RC3TO33StabilityTime,0,65535,0, sec,Pass
17372963, RC3TO34StabilityTime,0,65535,0, sec,Pass
17372979, RC3TO35StabilityTime,0,65535,0, sec,Pass
17372995, RC3TO36StabilityTime,0,65535,0, sec,Pass
17373011, RC3TO37StabilityTime,0,65535,0, sec,Pass
17373027, RC3TO38StabilityTime,0,65535,0, sec,Pass
17373043, RC3TO39StabilityTime,0,65535,0, sec,Pass
17373059, RC3TO40StabilityTime,0,65535,0, sec,Pass
17373075, RC3TO41StabilityTime,0,65535,0, sec,Pass
17373091, RC3TO42StabilityTime,0,65535,0, sec,Pass
17373107, RC3TO43StabilityTime,0,65535,0, sec,Pass
17373123, RC3TO44StabilityTime,0,65535,0, sec,Pass
17373139, RC3TO45StabilityTime,0,65535,0, sec,Pass
17373155, RC3TO46StabilityTime,0,65535,0, sec,Pass
17373171, RC3TO47StabilityTime,0,65535,0, sec,Pass
17373187, RC3TO48StabilityTime,0,65535,0, sec,Pass
17373203, RC3TO49StabilityTime,0,65535,0, sec,Pass
17373219, RC3TO50StabilityTime,0,65535,0, sec,Pass
17373235, RC3TO51StabilityTime,0,65535,0, sec,Pass
17373251, RC3TO52StabilityTime,0,65535,0, sec,Pass
17373267, RC3TO53StabilityTime,0,65535,0, sec,Pass
17373283, RC3TO54StabilityTime,0,65535,0, sec,Pass
17373299, RC3TO55StabilityTime,0,65535,0, sec,Pass
17373315, RC3TO56StabilityTime,0,65535,0, sec,Pass
17373331, RC3TO57StabilityTime,0,65535,0, sec,Pass
17373347, RC3TO58StabilityTime,0,65535,0, sec,Pass
17373363, RC3TO59StabilityTime,0,65535,0, sec,Pass
17373379, RC3TO60StabilityTime,0,65535,0, sec,Pass
17373395, RC3TO61StabilityTime,0,65535,0, sec,Pass
17373411, RC3TO62StabilityTime,0,65535,0, sec,Pass
17373427, RC3TO63StabilityTime,0,65535,0, sec,Pass
17372420, RC4TO0StabilityTime,0,65535,0, sec,Pass
17372436, RC4TO1StabilityTime,0,65535,0, sec,Pass
17372452, RC4TO2StabilityTime,0,65535,0, sec,Pass
17372468, RC4TO3StabilityTime,0,65535,0, sec,Pass
17372484, RC4TO4StabilityTime,0,65535,0, sec,Pass
17372500, RC4TO5StabilityTime,0,65535,0, sec,Pass
17372516, RC4TO6StabilityTime,0,65535,0, sec,Pass
17372532, RC4TO7StabilityTime,0,65535,0, sec,Pass
17372548, RC4TO8StabilityTime,0,65535,0, sec,Pass
17372564, RC4TO9StabilityTime,0,65535,0, sec,Pass
17372580, RC4TO10StabilityTime,0,65535,0, sec,Pass
17372596, RC4TO11StabilityTime,0,65535,0, sec,Pass
17372612, RC4TO12StabilityTime,0,65535,0, sec,Pass
17372628, RC4TO13StabilityTime,0,65535,0, sec,Pass
17372644, RC4TO14StabilityTime,0,65535,0, sec,Pass
17372660, RC4TO15StabilityTime,0,65535,0, sec,Pass
17372676, RC4TO16StabilityTime,0,65535,0, sec,Pass
17372692, RC4TO17StabilityTime,0,65535,0, sec,Pass
17372708, RC4TO18StabilityTime,0,65535,0, sec,Pass
17372724, RC4TO19StabilityTime,0,65535,0, sec,Pass
17372740, RC4TO20StabilityTime,0,65535,0, sec,Pass
17372756, RC4TO21StabilityTime,0,65535,0, sec,Pass
17372772, RC4TO22StabilityTime,0,65535,0, sec,Pass
17372788, RC4TO23StabilityTime,0,65535,0, sec,Pass
17372804, RC4TO24StabilityTime,0,65535,0, sec,Pass
17372820, RC4TO25StabilityTime,0,65535,0, sec,Pass
17372836, RC4TO26StabilityTime,0,65535,0, sec,Pass
17372852, RC4TO27StabilityTime,0,65535,0, sec,Pass
17372868, RC4TO28StabilityTime,0,65535,0, sec,Pass
17372884, RC4TO29StabilityTime,0,65535,0, sec,Pass
17372900, RC4TO30StabilityTime,0,65535,0, sec,Pass
17372916, RC4TO31StabilityTime,0,65535,0, sec,Pass
17372932, RC4TO32StabilityTime,0,65535,0, sec,Pass
17372948, RC4TO33StabilityTime,0,65535,0, sec,Pass
17372964, RC4TO34StabilityTime,0,65535,0, sec,Pass
17372980, RC4TO35StabilityTime,0,65535,0, sec,Pass
17372996, RC4TO36StabilityTime,0,65535,0, sec,Pass
17373012, RC4TO37StabilityTime,0,65535,0, sec,Pass
17373028, RC4TO38StabilityTime,0,65535,0, sec,Pass
